region,state,site_name,site_id,epa_id,address,city,zip,county,ff,lattude,longitude,final_date
1,ME,WEST SITE/HOWS CORNERS,101800,MED985466168,CAMBELL/SAWYER ROAD,PLYMOUTH,4969,PENOBSCOT,N,44.740278000000004,-69.182222,1995-09-29
1,ME,WINTHROP LANDFILL,101012,MED980504435,ANNABESSACOOK RD,WINTHROP,4364,KENNEBEC,N,44.275831,-69.988331,1983-09-08
1,NH,AUBURN ROAD LANDFILL,101137,NHD980524086,AUBURN RD,LONDONDERRY,3053,ROCKINGHAM,N,42.9302,-71.3529,1983-09-08
1,NH,BEEDE WASTE OIL,102723,NHD018958140,7 THROUGH 11 KELLEY ROAD,PLAISTOW,3865,ROCKINGHAM,N,42.855075,-71.105889,1996-12-23
1,NH,CHLOR-ALKALI FACILITY (FORMER),103313,NHN000103313,ADJACENT TO SAW MILL DAM,BERLIN,3570,COOS,N,44.479194,-71.167194,2005-09-14
1,NH,COAKLEY LANDFILL,101107,NHD064424153,480 BREAKFAST HILL RD,NORTH HAMPTON,3840,ROCKINGHAM,N,43.001111,-70.817219,1986-06-10
1,NH,COLLINS & AIKMAN PLANT (FORMER),105928,NHN000105928,Off Route 11 between Paulson Road to the NW  and Meetinghouse Hill Road to the SE,FARMINGTON,3835,STRAFFORD,N,43.372,-71.05875,2013-12-12
1,NH,DOVER MUNICIPAL LANDFILL,101125,NHD980520191,TOLEND RD,DOVER,3820,STRAFFORD,N,43.2125,-70.953,1983-09-08
1,NH,FLETCHER'S PAINT WORKS & STORAGE,101085,NHD001079649,21 ELM ST.,MILFORD,3055,HILLSBOROUGH,N,42.8358,-71.6554,1989-03-31
1,NH,KEARSARGE METALLURGICAL CORP.,101105,NHD062002001,MILL ST-RTE 113,CONWAY,3818,CARROLL,N,43.9721,-71.1293,1984-09-21
1,NH,KEEFE ENVIRONMENTAL SERVICES (KES),101114,NHD092059112,EXETER RD,EPPING,3042,ROCKINGHAM,N,43.024169,-71.033331,1983-09-08
1,NH,MOTTOLO PIG FARM,101123,NHD980503361,BLUEBERRY HILL RD,RAYMOND,3077,ROCKINGHAM,N,42.989581,-71.173189,1987-07-22
1,NH,NEW HAMPSHIRE PLATING CO.,101092,NHD001091453,WRIGHT AVE.,MERRIMACK,3054,HILLSBOROUGH,N,42.855833,-71.488888,1992-10-14
1,NH,OTTATI & GOSS/KINGSTON STEEL DRUM,101210,NHD990717647,HAVERHILL RD RTE 125,KINGSTON,3848,ROCKINGHAM,N,42.897219,-71.080561,1983-09-08
1,NH,PEASE AIR FORCE BASE,101213,NH7570024847,509 CSG/CC,PORTSMOUTH/NEWINGTON,3803,ROCKINGHAM,Y,43.080169,-70.82125,1990-02-21
1,NH,SAVAGE MUNICIPAL WATER SUPPLY,101145,NHD980671002,NEAR RT 101,MILFORD,3055,HILLSBOROUGH,N,42.8418,-71.6884,1984-09-21
1,NH,SOMERSWORTH SANITARY LANDFILL,101128,NHD980520225,BLACKWATER RD,SOMERSWORTH,3878,STRAFFORD,N,43.2489,-70.8845,1983-09-08
1,NH,SOUTH MUNICIPAL WATER SUPPLY WELL,101146,NHD980671069,RT. 202,PETERBOROUGH,3458,HILLSBOROUGH,N,42.8489,-71.9468,1984-09-21
1,NH,SYLVESTER,101115,NHD099363541,GILSON RD,NASHUA,3062,HILLSBOROUGH,N,42.7197,-71.523111,1983-09-08
1,NH,TIBBETTS ROAD,101208,NHD989090469,TIBBETTS RD.,BARRINGTON,3825,STRAFFORD,N,43.18,-71.0347,1986-06-10
1,NH,TINKHAM GARAGE,101106,NHD062004569,RTE 102,LONDONDERRY,3053,ROCKINGHAM,N,42.860831,-71.351111,1983-09-08
1,NH,TROY MILLS LANDFILL,101127,NHD980520217,OFF ROCKWOOD POND ROAD,TROY,3465,CHESHIRE,N,42.802583,-72.186944,2003-09-29
1,RI,CENTRAL LANDFILL,101277,RID980520183,65 SHUN PIKE,JOHNSTON,2919,PROVIDENCE,N,41.808331,-71.534719,1986-06-10
1,RI,CENTREDALE MANOR RESTORATION PROJECT,101388,RID981203755,2072 AND 2074 SMITH STREET (ROUTE 44),NORTH PROVIDENCE,2911,PROVIDENCE,N,41.857667,-71.48725,2000-02-04
1,RI,DAVIS LIQUID WASTE,101283,RID980523070,TARKILN RD,SMITHFIELD,2828,PROVIDENCE,N,41.922219,-71.577769,1983-09-08
1,RI,DAVISVILLE NAVAL CONSTRUCTION BATTALION CENTER,101430,RI6170022036,OFF SANFORD RD.,NORTH KINGSTOWN,2818,WASHINGTON,Y,41.6095,-71.47422,1989-11-21
1,RI,"LANDFILL & RESOURCE RECOVERY, INC. (L&RR)",101265,RID093212439,OXFORD RD,NORTH SMITHFIELD,2876,PROVIDENCE,N,41.9795,-71.589,1983-09-08
1,RI,NEWPORT NAVAL EDUCATION & TRAINING CENTER,101431,RI6170085470,DEFENSE HIGHWAY (BURMA RD.),NEWPORT,2871,NEWPORT,Y,41.56445,-71.293469,1989-11-21
1,RI,"PETERSON/PURITAN, INC.",101247,RID055176283,MARTIN ST,LINCOLN/CUMBERLAND,2864,PROVIDENCE,N,41.929581,-71.4268,1983-09-08
1,RI,PICILLO FARM,101284,RID980579056,PERRY HILL RD,COVENTRY,2816,KENT,N,41.671669,-71.709169,1983-09-08
1,RI,ROSE HILL REGIONAL LANDFILL,101279,RID980521025,ROSE HILL RD,SOUTH KINGSTOWN,2880,WASHINGTON,N,41.470831,-71.491669,1989-10-04
1,RI,"STAMINA MILLS, INC.",101291,RID980731442,MAIN ST,NORTH SMITHFIELD,2824,PROVIDENCE,N,41.9964,-71.5647,1983-09-08
1,RI,WEST KINGSTON TOWN DUMP/URI DISPOSAL AREA,101322,RID981063993,PLAINS ROAD,SOUTH KINGSTOWN,2881,WASHINGTON,N,41.496667,-71.535278,1992-10-14
1,RI,WESTERN SAND & GRAVEL,101233,RID009764929,DOUGLAS PIKE,BURRILLVILLE,2895,PROVIDENCE,N,41.9727,-71.595,1983-09-08
1,VT,BENNINGTON MUNICIPAL SANITARY LANDFILL,101493,VTD981064223,OFF HOUGHTON LANE,BENNINGTON,5201,BENNINGTON,N,42.922219,-73.197781,1989-03-31
1,VT,BFI SANITARY LANDFILL (ROCKINGHAM),101475,VTD980520092,RTE 5,ROCKINGHAM,5101,WINDHAM,N,43.226389,-72.439719,1989-10-04
1,VT,BURGESS BROTHERS LANDFILL,101450,VTD003965415,RTE 9,WOODFORD,5201,BENNINGTON,N,42.878061,-73.150139,1989-03-31
1,VT,COMMERCE STREET PLUME,101470,VTD098352545,96 COMMERCE STREET (FORMLY 15 COMMERCE STREET),WILLISTON,5495,CHITTENDEN,N,44.452583,-73.121389,2005-04-27
1,VT,ELIZABETH MINE,102071,VTD988366621,MINE ROAD,STRAFFORD,5070,ORANGE,N,43.823889,-72.328889,2001-06-14
1,VT,ELY COPPER MINE,102065,VTD988366571,TOWN HIGHWAY 38,VERSHIRE,5079,ORANGE,N,43.927447,-72.285506,2001-09-13
1,VT,"JARD COMPANY, INC.",102282,VTD048141741,259 BOWEN ROAD,BENNINGTON,5201,BENNINGTON,N,42.888861,-73.189111,2014-09-22
1,VT,OLD SPRINGFIELD LANDFILL,101437,VTD000860239,WILL DEAN RD,SPRINGFIELD,5156,WINDSOR,N,43.272781,-72.466669,1983-09-08
1,VT,PARKER SANITARY LANDFILL,101491,VTD981062441,LILY POND RD.,LYNDON,5849,CALEDONIA,N,44.518611,-71.989439,1990-02-21
1,VT,PIKE HILL COPPER MINE,102121,VTD988366720,PIKE HILL ROAD,CORINTH,5039,ORANGE,N,44.057333,-72.306917,2004-07-22
1,VT,PINE STREET CANAL,101479,VTD980523062,PINE STREET,BURLINGTON,5401,CHITTENDEN,N,44.466669,-73.218061,1983-09-08
1,VT,POWNAL TANNERY,101463,VTD069910354,ROUTE 346,POWNAL,5261,BENNINGTON,N,42.797167,-73.26575,1999-01-19
2,NJ,A. O. POLYMER,200290,NJD030253355,44 STATION ROAD,SPARTA TOWNSHIP,7871,SUSSEX,N,41.04805,-74.63,1983-09-08
2,NJ,AMERICAN CYANAMID CO,200144,NJD002173276,EASTON TURNPIKE,BRIDGEWATER,8805,SOMERSET,N,40.555561,-74.55945,1983-09-08
2,NJ,ATLANTIC RESOURCES,201116,NJD981558430,120 HORSESHOE ROAD,SAYREVILLE,8872,MIDDLESEX,N,40.486111,-74.319444,2002-09-05
2,NJ,BOG CREEK FARM,200397,NJD063157150,SQUANRUM RD. (MONMOUTH CO. RT. 547),HOWELL TOWNSHIP,7727,MONMOUTH,N,40.150831,-74.161111,1983-09-08
2,NJ,BRICK TOWNSHIP LANDFILL,200540,NJD980505176,SALLY IKE ROAD,BRICK TOWNSHIP,8723,OCEAN,N,40.1098,-74.1311,1983-09-08
2,NJ,BRIDGEPORT RENTAL & OIL SERVICES,200364,NJD053292652,CEDAR SWAMP RD,BRIDGEPORT,8014,GLOUCESTER,N,39.801669,-75.321661,1983-09-08
2,NJ,BROOK INDUSTRIAL PARK,200450,NJD078251675,100 WEST MAIN STREET,BOUND BROOK,8805,SOMERSET,N,40.560139,-74.536111,1989-10-04
2,NJ,BURNT FLY BOG,200528,NJD980504997,TYLERS LANE,MARLBORO TOWNSHIP,7746,MONMOUTH,N,40.375,-74.279169,1983-09-08
2,NJ,CALDWELL TRUCKING CO.,200340,NJD048798953,222 PASSAIC AVENUE,FAIRFIELD,7004,ESSEX,N,40.876389,-74.271389,1983-09-08
2,NJ,CHEMICAL CONTROL,200037,NJD000607481,23 SOUTH FRONT ST,ELIZABETH,7202,UNION,N,40.6432,-74.1935,1983-09-08
2,NJ,CHEMICAL INSECTICIDE CORP.,200517,NJD980484653,30 WHITMAN AV,EDISON TOWNSHIP,8817,MIDDLESEX,N,40.5274,-74.368,1990-08-30
2,NJ,"CHEMICAL LEAMAN TANK LINES, INC.",200327,NJD047321443,CEDAR SWAMP & COOPER RDS,BRIDGEPORT,8014,GLOUCESTER,N,39.798331,-75.332781,1984-09-21
2,NJ,"CHEMSOL, INC.",200607,NJD980528889,FLEMING ST,PISCATAWAY,8854,MIDDLESEX,N,40.5625,-74.443339,1983-09-08
2,NJ,CIBA-GEIGY CORP.,200078,NJD001502517,RTE #37,TOMS RIVER,8753,OCEAN,N,39.9867,-74.2363,1983-09-08
2,NJ,CINNAMINSON TOWNSHIP (BLOCK 702) GROUND WATER CONTAMINATION,200995,NJD980785638,1017 UNION LANDING ROAD,CINNAMINSON TOWNSHIP,8077,BURLINGTON,N,40.0175,-74.9862,1986-06-10
2,NJ,COMBE FILL SOUTH LANDFILL,200489,NJD094966611,PARKER ROAD- BOX 418,CHESTER TOWNSHIP,7930,MORRIS,N,40.771669,-74.738331,1983-09-08
2,NJ,CORNELL DUBILIER ELECTRONICS INC.,201112,NJD981557879,333 HAMILTON BLVD,SOUTH PLAINFIELD,7080,MIDDLESEX,N,40.576389,-74.414167,1998-07-28
2,NJ,COSDEN CHEMICAL COATINGS CORP.,200022,NJD000565531,CHERRY STREET,BEVERLY,8010,BURLINGTON,N,40.058183,-74.925899,1987-07-22
2,NJ,CPS/MADISON INDUSTRIES,200109,NJD002141190,WATERWORKS ROAD,OLD BRIDGE TOWNSHIP,8857,MIDDLESEX,N,40.434439,-74.327769,1983-09-08
2,NJ,"CURCIO SCRAP METAL, INC.",200273,NJD011717584,416 LANZA AVE,SADDLE BROOK TWP,7662,BERGEN,N,40.8907,-74.1035,1987-07-22
2,NJ,"CURTIS SPECIALTY PAPERS, INC",203733,NJD057143984,404 FRENCHTOWN ROAD,MILFORD,8848,HUNTERDON,N,40.561758,-75.089842,2009-09-23
2,NJ,D'IMPERIO PROPERTY,200639,NJD980529416,RTE 322,HAMILTON TOWNSHIP,8330,ATLANTIC,N,39.454439,-74.658889,1983-09-08
2,NJ,DAYCO CORP./L.E CARPENTER CO.,200136,NJD002168748,170 N MAIN STREET,WHARTON BOROUGH,7885,MORRIS,N,40.903331,-74.5775,1987-07-22
2,NJ,DE REWAL CHEMICAL CO.,200792,NJD980761373,DELAWARE RIVER DR,KINGWOOD TOWNSHIP,8825,HUNTERDON,N,40.5162,-75.0614,1984-09-21
2,NJ,DIAMOND ALKALI CO.,200613,NJD980528996,80 LISTER AVE,NEWARK,7105,ESSEX,N,40.739719,-74.136111,1984-09-21
2,NJ,DIAMOND HEAD OIL REFINERY DIV.,200484,NJD092226000,1401 HARRISON TURNPIKE,KEARNY,7032,HUDSON,N,40.747222,-74.132194,2002-09-05
2,NJ,DOVER MUNICIPAL WELL 4,200768,NJD980654131,272 ROUTE46,DOVER,7801,MORRIS,N,40.8858,-74.5423,1983-09-08
2,NJ,ELLIS PROPERTY,200620,NJD980529085,SHARP ROAD,EVESHAM TOWNSHIP,8053,BURLINGTON,N,39.905,-74.864719,1983-09-08
2,NJ,EMMELL'S SEPTIC LANDFILL,200986,NJD980772727,128 ZURICH AVE,GALLOWAY TOWNSHIP,8215,ATLANTIC,N,39.500694,-74.543611,1999-07-22
2,NJ,EVOR PHILLIPS LEASING,200776,NJD980654222,OLD WATER WORKS ROAD,OLD BRIDGE TOWNSHIP,8857,MIDDLESEX,N,40.4375,-74.325,1983-09-08
2,NJ,EWAN PROPERTY,200791,NJD980761365,WALLINGFORD WAY,SHAMONG TOWNSHIP,8088,BURLINGTON,N,39.802781,-74.719439,1984-09-21
2,NJ,FAIR LAWN WELL FIELD,200765,NJD980654107,IND PARK/HENDERSON BLVD 11 ST,FAIR LAWN,7410,BERGEN,N,40.9375,-74.131939,1983-09-08
2,NJ,FEDERAL AVIATION ADMINISTRATION TECHNICAL CENTER (USDOT),201178,NJ9690510020,ROUTES 563 & 575,ATLANTIC COUNTY,8405,ATLANTIC,Y,39.458331,-74.583339,1990-08-30
2,NJ,FORMER KIL-TONE COMPANY,200874,NJN000200874,527 East Chestnut Avenue,VINELAND,8360,CUMBERLAND,N,39.47841,-75.025489,2016-04-07
2,NJ,FRANKLIN BURN,204087,NJD986570992,SIX LOCATIONS NEAR MARSHALL MILL ROAD,FRANKLIN TOWNSHIP,8322,GLOUCESTER,N,39.594444,-75.025,1996-06-17
2,NJ,FRIED INDUSTRIES,200303,NJD041828906,11 FRESH POND ROAD,EAST BRUNSWICK TOWNSHIP,8816,MIDDLESEX,N,40.4424,-74.4412,1986-06-10
2,NJ,GARDEN STATE CLEANERS CO.,200362,NJD053280160,"SUMMER ROAD, P.O. BOX 183",MINOTOLA,8341,ATLANTIC,N,39.519031,-74.94945,1989-03-31
2,NJ,GARFIELD GROUND WATER CONTAMINATION,206317,NJN000206317,WILLARD STREET AND PIERRE AVENUE,GARFIELD,7026,BERGEN,N,40.871858,-74.106431,2011-09-16
2,NJ,GEMS LANDFILL,200627,NJD980529192,ERIAL & HICKSTOWN ROADS,GLOUCESTER TOWNSHIP,8012,CAMDEN,N,39.77945,-75.018889,1983-09-08
2,NJ,GLOBAL SANITARY LANDFILL,200398,NJD063160667,ERNSTON ROAD,OLD BRIDGE TOWNSHIP,8857,MIDDLESEX,N,40.446389,-74.286111,1989-03-31
2,NJ,GOOSE FARM,200681,NJD980530109,RT. 539 BETWEEN RTS 537 & 528,PLUMSTEAD TOWNSHIP,8533,OCEAN,N,40.09555,-74.4975,1983-09-08
2,NJ,HELEN KRAMER LANDFILL,200552,NJD980505366,JESSUP MILL ROAD,MANTUA TOWNSHIP,8051,GLOUCESTER,N,39.7801,-75.2003,1983-09-08
2,NJ,"HERCULES, INC. (GIBBSTOWN PLANT)",200188,NJD002349058,50 NORTH MARKET ST,GIBBSTOWN,8027,GLOUCESTER,N,39.838889,-75.277781,1983-09-08
2,NJ,HIGGINS DISPOSAL,200359,NJD053102232,121 LAUREL AVE,KINGSTON,8528,SOMERSET,N,40.3875,-74.615281,1990-08-30
2,NJ,HIGGINS FARM,201094,NJD981490261,ROUTE 518,FRANKLIN TOWNSHIP,8540,SOMERSET,N,40.406389,-74.602781,1989-03-31
2,NJ,HORSESHOE ROAD,200781,NJD980663678,Postal Address is unavailable for the Site,SAYREVILLE,8872,MIDDLESEX,N,40.484722,-74.319444,1995-09-29
2,NJ,ICELAND COIN LAUNDRY AREA GW PLUME,204037,NJ0001360882,1888 SOUTH DELSEA DRIVE,VINELAND,8360,CUMBERLAND,N,39.45725,-75.04725,1999-10-22
2,NJ,"IMPERIAL OIL CO., INC./CHAMPION CHEMICALS",200764,NJD980654099,ORCHARD RD,MORGANVILLE,7751,MONMOUTH,N,40.383889,-74.245831,1983-09-08
2,NJ,JIS LANDFILL,200499,NJD097400998,901-999 CRANBURY SOUTH RIVER ROAD RTE 535,SOUTH BRUNSWICK,8831,MIDDLESEX,N,40.365831,-74.465281,1983-09-08
2,NJ,"KAUFFMAN & MINTEER, INC.",200232,NJD002493054,MONMOUTH ROAD (ROUTE 537),SPRINGFIELD TWP(JOBSTOWN),8041,BURLINGTON,N,40.0363,-74.694,1989-03-31
2,NJ,KIN-BUC LANDFILL,200346,NJD049860836,MEADOW ROAD,EDISON TOWNSHIP,8817,MIDDLESEX,N,40.4891,-74.3785,1983-09-08
2,NJ,KING OF PRUSSIA,200551,NJD980505341,PINEY HOLLOW ROAD,WINSLOW TOWNSHIP,8095,CAMDEN,N,39.62695,-74.889439,1983-09-08
2,NJ,LANDFILL & DEVELOPMENT CO.,200333,NJD048044325,2023 RTE 38,MOUNT HOLLY,8060,BURLINGTON,N,39.980561,-74.770839,1984-09-21
2,NJ,LANG PROPERTY,200554,NJD980505382,WHITESBOG-PASADENA ROAD,PEMBERTON TOWNSHIP,8015,BURLINGTON,N,39.929161,-74.49445,1983-09-08
2,NJ,LCP CHEMICALS INC.,200455,NJD079303020,FOOT OF SOUTH WOOD AVENUE,LINDEN,7036,UNION,N,40.6075,-74.210278,1998-07-28
2,NJ,LIGHTMAN DRUM COMPANY,200280,NJD014743678,ROUTE 73,WINSLOW TOWNSHIP,8009,CAMDEN,N,39.729722,-74.905917,1999-10-22
2,NJ,LIPARI LANDFILL,200557,NJD980505416,RT 322,PITMAN,8071,GLOUCESTER,N,39.720281,-75.141939,1983-09-08
2,NJ,LONE PINE LANDFILL,200558,NJD980505424,BURKE ROAD,FREEHOLD TOWNSHIP,7728,MONMOUTH,N,40.202781,-74.333339,1983-09-08
2,NJ,MANSFIELD TRAIL DUMP,206345,NJN000206345,INTERSECTION OF BROOKWOOD AND ROSS ROADS,BYRAM,7874,SUSSEX,N,40.928944,-74.6996,2011-03-10
2,NJ,"MARTIN AARON, INC.",200278,NJD014623854,1542 SOUTH BROADWAY,CAMDEN,8104,CAMDEN,N,39.926111,-75.119167,1999-07-22
2,NJ,"MATLACK, INC.",200307,NJD043584101,ROUTE 322 EAST,WOOLWICH TOWNSHIP,8085,GLOUCESTER,N,39.763106,-75.322169,2013-05-24
2,NJ,MATTEO & SONS INC.,204061,NJD011770013,1708 US RT. 130,THOROFARE,8086,GLOUCESTER,N,39.85559,-75.1727,2006-09-27
2,NJ,MAYWOOD CHEMICAL CO.,200665,NJD980529762,RTE 17 & GROVE ST,MAYWOOD/ROCHELLE PARK,7607,BERGEN,N,40.8964,-74.0693,1983-09-08
2,NJ,MCGUIRE AIR FORCE BASE #1,201162,NJ0570024018,WRIGHTSTOWN-COOKSTOWN ROAD,WRIGHTSTOWN,8641,BURLINGTON,Y,40.018056,-74.593611,1999-10-22
2,NJ,METALTEC/AEROSYSTEMS,200234,NJD002517472,WILDCAT & MAPLE ROADS,FRANKLIN BOROUGH,7416,SUSSEX,N,41.109719,-74.599719,1983-09-08
2,NJ,MIDDLESEX SAMPLING PLANT (USDOE),202755,NJ0890090012,239 MOUNTAIN AVENUE,MIDDLESEX,8846,MIDDLESEX,Y,40.569806,-74.493194,1999-01-19
2,NJ,"MONITOR DEVICES, INC./INTERCIRCUITS, INC.",200638,NJD980529408,AIRPORT ROAD,WALL TOWNSHIP,7727,MONMOUTH,N,40.185281,-74.119719,1986-06-10
2,NJ,MONTGOMERY TOWNSHIP HOUSING DEVELOPMENT,200771,NJD980654164,"ROBIN DRIVE, ROUTE 206, SYCAMORE LANE",MONTGOMERY TOWNSHIP,8558,SOMERSET,N,40.408331,-74.644169,1983-09-08
2,NJ,MYERS PROPERTY,200774,NJD980654198,LOWER KINGTOWN ROAD,FRANKLIN TOWNSHIP,8822,HUNTERDON,N,40.595,-74.9404,1983-09-08
2,NJ,NASCOLITE CORP.,200202,NJD002362705,DORIS AVE,MILLVILLE,8332,CUMBERLAND,N,39.422219,-75.032781,1984-09-21
2,NJ,NAVAL AIR ENGINEERING CENTER,201174,NJ7170023744,MAIN GATE ROUTE#547,LAKEHURST,8733,OCEAN,Y,40.029719,-74.369161,1987-07-22
2,NJ,NAVAL WEAPONS STATION EARLE (SITE A),201160,NJ0170022172,TYLER LANE & TEXAS RD,COLTS NECK,7722,MONMOUTH,Y,40.264581,-74.162919,1990-08-30
2,NJ,NL INDUSTRIES,200390,NJD061843249,PENNS GROVE-PEDRICKTOWN ROAD,PEDRICKTOWN (OLDMANS TOWN,8067,SALEM,N,39.758061,-75.424719,1983-09-08
2,NJ,ORANGE VALLEY REGIONAL GROUND WATER CONTAMINATION,203649,NJD002148799,GIST PLACE (NEAR NORTH DAY STREET),WEST ORANGE/ORANGE,7051,ESSEX,N,40.779936,-74.225267,2012-09-18
2,NJ,PICATINNY ARSENAL (USARMY),201168,NJ3210020704,OFF RTE 15 DOVER NJ,ROCKAWAY TOWNSHIP,7801,MORRIS,Y,40.916669,-74.583339,1990-02-21
2,NJ,PIERSON'S CREEK,200114,NJD002144517,ONE AVENUE L,NEWARK,7105,ESSEX,N,40.7163,-74.1452,2014-09-22
2,NJ,PJP LANDFILL,200569,NJD980505648,400 SIP AVE,JERSEY CITY,7306,HUDSON,N,40.734719,-74.085561,1983-09-08
2,NJ,POHATCONG VALLEY GROUND WATER CONTAMINATION,201075,NJD981179047,ROUTE 643 TO ROUTE 31,WARREN COUNTY,7882,WARREN,N,40.75,-75,1989-03-31
2,NJ,PRICE LANDFILL,200427,NJD070281175,MILL ROAD,PLEASANTVILLE,8232,ATLANTIC,N,39.415281,-74.52695,1983-09-08
2,NJ,PUCHACK WELL FIELD,204096,NJD981084767,WEST OF US 130; SOUTH OF STATE HWY 90,PENNSAUKEN TOWNSHIP,8110,CAMDEN,N,39.976667,-75.051944,1998-03-06
2,NJ,QUANTA RESOURCES,200034,NJD000606442,ONE RIVER RD,EDGEWATER,7020,BERGEN,N,40.804306,-73.989167,2002-09-05
2,NJ,"RADIATION TECHNOLOGY, INC.",200332,NJD047684451,108 LAKE DENMARK ROAD,ROCKAWAY TOWNSHIP,7866,MORRIS,N,40.970831,-74.50555,1984-09-21
2,NJ,RARITAN BAY SLAG,206276,NJN000206276,BAYVIEW DRIVE AND LAURENCE PARKWAY,OLD BRIDGE TWP/SAYREVILLE,8879,MIDDLESEX,N,40.464589,-74.258017,2009-11-04
2,NJ,REICH FARMS,200662,NJD980529713,LAKEWOOD RD,PLEASANT PLAINS,8753,OCEAN,N,40.0106,-74.2149,1983-09-08
2,NJ,RINGWOOD MINES/LANDFILL,200663,NJD980529739,PETERS MINE ROAD,RINGWOOD BOROUGH,7456,PASSAIC,N,41.136669,-74.2725,1983-09-08
2,NJ,RIVERSIDE INDUSTRIAL PARK,204232,NJSFN0204232,29 RIVERSIDE AVENUE,NEWARK,7104,ESSEX,N,40.765722,-74.159084000000007,2013-05-24
2,NJ,ROCKAWAY BOROUGH WELL FIELD,200766,NJD980654115,"JACKSON,UNION & GARDEN STS",ROCKAWAY TOWNSHIP,7866,MORRIS,N,40.905831,-74.515561,1983-09-08
2,NJ,ROCKAWAY TOWNSHIP WELLS,200775,NJD980654214,GREEN POND ROAD,ROCKAWAY TOWNSHIP,7866,MORRIS,N,40.913331,-74.499169,1983-09-08
2,NJ,ROCKY HILL MUNICIPAL WELL,200770,NJD980654156,WASHINGTON STREET,ROCKY HILL BOROUGH,8553,SOMERSET,N,40.401669,-74.6475,1983-09-08
2,NJ,ROEBLING STEEL CO.,200439,NJD073732257,2ND AVENUE,FLORENCE,8554,BURLINGTON,N,40.120831,-74.770839,1983-09-08
2,NJ,ROLLING KNOLLS LF,200542,NJD980505192,35 BRITTEN RD,GREEN VILLAGE,7935,MORRIS,N,40.729528,-74.447861,2003-09-29
2,NJ,SCIENTIFIC CHEMICAL PROCESSING,200431,NJD070565403,216 PATERSON PLANK RD,CARLSTADT,7072,BERGEN,N,40.82454,-74.074329,1983-09-08
2,NJ,SHARKEY LANDFILL,200573,NJD980505762,EDWARDS & SHARKEY ROAD,"PARSIPPANY, TROY HLS",7054,MORRIS,N,40.8501,-74.3454,1983-09-08
2,NJ,SHERWIN-WILLIAMS/HILLIARDS CREEK,200516,NJD980417976,FOSTER AVENUE AND GIBBSBORO ROAD,Gibbsboro,8026,CAMDEN,N,39.835526,-74.964977,2008-03-19
2,NJ,SHIELDALLOY CORP.,200203,NJD002365930,WEST BLVD,NEWFIELD BOROUGH,8344,GLOUCESTER,N,39.543061,-75.022219,1984-09-21
2,NJ,SOUTH JERSEY CLOTHING CO.,200803,NJD980766828,1 CENTRAL AVE,MINOTOLA,8341,ATLANTIC,N,39.5206,-74.9491,1989-10-04
2,NJ,STANDARD CHLORINE,200146,NJD002175057,1015-35 BELLEVILLE TURNPIKE,KEARNY,7032,HUDSON,N,40.75,-74.097222,2007-09-19
2,NJ,SWOPE OIL & CHEMICAL CO.,200299,NJD041743220,8281 NATIONAL HWY,PENNSAUKEN TOWNSHIP,8110,CAMDEN,N,39.9886,-75.0347,1983-09-08
2,NJ,SYNCON RESINS,200401,NJD064263817,77 JACOBUS AVE,SOUTH KEARNY,7032,HUDSON,N,40.737781,-74.114719,1983-09-08
2,NJ,U.S. RADIUM CORP.,200772,NJD980654172,ALDEN & HIGH STS AND OTHER ADDRESSES,ORANGE,7050,ESSEX,N,40.781389,-74.228611,1983-09-08
2,NJ,UNIMATIC MANUFACTURING CORPORATION,206578,NJD002164796,25 SHERWOOD LANE,FAIRFIELD,7004,ESSEX,N,40.878792,-74.269155,2014-05-12
2,NJ,UNITED STATES AVENUE BURN,204003,NJ0001120799,UNITED STATES AVENUE,GIBBSBORO,8026,CAMDEN,N,39.834167,-74.963889,1999-07-22
2,NJ,UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION),200101,NJD002005106,E/S ROUTE 17,EAST RUTHERFORD,7073,BERGEN,N,40.83,-74.088889,1983-09-08
2,NJ,VENTRON/VELSICOL,200674,NJD980529879,ETHYL BOULEVARD,WOOD RIDGE BOROUGH,7075,BERGEN,N,40.84,-74.079439,1984-09-21
2,NJ,"VINELAND CHEMICAL CO., INC.",200209,NJD002385664,1611 W WHEAT RD,VINELAND,8360,CUMBERLAND,N,39.510281,-75.056661,1984-09-21
2,NJ,"WALDICK AEROSPACE DEVICES, INC.",200375,NJD054981337,2121 ROUTE 35,WALL TOWNSHIP,7719,MONMOUTH,N,40.143,-74.0613,1986-06-10
2,NJ,WELSBACH & GENERAL GAS MANTLE (CAMDEN RADIATION),203580,NJD986620995,6 AREAS IN CAMDEN AND GLOUCESTER CITY,CAMDEN AND GLOUCESTER CIT,8030,CAMDEN,N,39.919722,-75.121944,1996-06-17
2,NJ,WHITE CHEMICAL CORP.,203357,NJD980755623,660 FRELINGHUYSEN AVE,NEWARK,7114,ESSEX,N,40.698484,-74.198242,1991-09-25
2,NJ,WHITE SWAN LAUNDRY AND CLEANER INC.,204241,NJSFN0204241,1322 SEA GIRT AVE,WALL TWP,7719,MONMOUTH,N,40.135721,-74.06,2004-09-23
2,NJ,WILLIAMS PROPERTY,200678,NJD980529945,"RR 1, SIEGTOWN ROAD",SWAINTON MIDDLE,8210,CAPE MAY,N,39.1173,-74.8004,1983-09-08
